Alabama,0,1980,1,44
Alabama,0,1980,2,31
Alabama,0,1980,3,52
Alabama,0,1980,4,44
Alabama,0,1980,5,43
Alabama,0,1980,6,36
Alabama,0,1980,7,51
Alabama,0,1980,8,55
Alabama,0,1980,9,31
Alabama,0,1980,10,46
Alabama,0,1980,11,35
Alabama,0,1980,12,45
Alabama,0,1981,1,50
Alabama,0,1981,2,37
Alabama,0,1981,3,46
Alabama,0,1981,4,38
Alabama,0,1981,5,29
Alabama,0,1981,6,41
Alabama,0,1981,7,33
Alabama,0,1981,8,42
Alabama,0,1981,9,27
Alabama,0,1981,10,29
Alabama,0,1981,11,42
Alabama,0,1981,12,39
Alabama,0,1982,1,28
Alabama,0,1982,2,34
Alabama,0,1982,3,19
Alabama,0,1982,4,44
Alabama,0,1982,5,35
Alabama,0,1982,6,36
Alabama,0,1982,7,58
Alabama,0,1982,8,43
Alabama,0,1982,9,35
Alabama,0,1982,10,34
Alabama,0,1982,11,23
Alabama,0,1982,12,35
Alabama,0,1983,1,26
Alabama,0,1983,2,36
Alabama,0,1983,3,32
Alabama,0,1983,4,45
Alabama,0,1983,5,32
Alabama,0,1983,6,40
Alabama,0,1983,7,35
Alabama,0,1983,8,25
Alabama,0,1983,9,17
Alabama,0,1983,10,30
Alabama,0,1983,11,19
Alabama,0,1983,12,35
Alabama,0,1984,1,39
Alabama,0,1984,2,28
Alabama,0,1984,3,24
Alabama,0,1984,4,29
Alabama,0,1984,5,31
Alabama,0,1984,6,23
Alabama,0,1984,7,27
Alabama,0,1984,8,39
Alabama,0,1984,9,41
Alabama,0,1984,10,26
Alabama,0,1984,11,34
Alabama,0,1984,12,41
Alabama,0,1985,1,38
Alabama,0,1985,2,26
Alabama,0,1985,3,39
Alabama,0,1985,4,29
Alabama,0,1985,5,32
Alabama,0,1985,6,33
Alabama,0,1985,7,50
Alabama,0,1985,8,25
Alabama,0,1985,9,32
Alabama,0,1985,10,32
Alabama,0,1985,11,28
Alabama,0,1985,12,33
Alabama,0,1986,1,27
Alabama,0,1986,2,39
Alabama,0,1986,3,34
Alabama,0,1986,4,33
Alabama,0,1986,5,38
Alabama,0,1986,6,34
Alabama,0,1986,7,48
Alabama,0,1986,8,29
Alabama,0,1986,9,36
Alabama,0,1986,10,30
Alabama,0,1986,11,20
Alabama,0,1986,12,39
Alabama,0,1987,1,35
Alabama,0,1987,2,26
Alabama,0,1987,3,32
Alabama,0,1987,4,19
Alabama,0,1987,5,37
Alabama,0,1987,6,33
Alabama,0,1987,7,35
Alabama,0,1987,8,34
Alabama,0,1987,9,23
Alabama,0,1987,10,21
Alabama,0,1987,11,17
Alabama,0,1987,12,24
Alabama,0,1988,1,22
Alabama,0,1988,2,29
Alabama,0,1988,3,36
Alabama,0,1988,4,33
Alabama,0,1988,5,28
Alabama,0,1988,6,28
Alabama,0,1988,7,38
Alabama,0,1988,8,37
Alabama,0,1988,9,40
Alabama,0,1988,10,35
Alabama,0,1988,11,30
Alabama,0,1988,12,33
Alabama,0,1989,1,36
Alabama,0,1989,2,18
Alabama,0,1989,3,25
Alabama,0,1989,4,51
Alabama,0,1989,5,35
Alabama,0,1989,6,27
Alabama,0,1989,7,36
Alabama,0,1989,8,42
Alabama,0,1989,9,35
Alabama,0,1989,10,39
Alabama,0,1989,11,28
Alabama,0,1989,12,44
Alabama,0,1990,1,37
Alabama,0,1990,2,38
Alabama,0,1990,3,31
Alabama,0,1990,4,40
Alabama,0,1990,5,30
Alabama,0,1990,6,35
Alabama,0,1990,7,48
Alabama,0,1990,8,52
Alabama,0,1990,9,47
Alabama,0,1990,10,34
Alabama,0,1990,11,30
Alabama,0,1990,12,41
Alabama,0,1991,1,25
Alabama,0,1991,2,32
Alabama,0,1991,3,33
Alabama,0,1991,4,35
Alabama,0,1991,5,43
Alabama,0,1991,6,31
Alabama,0,1991,7,34
Alabama,0,1991,8,44
Alabama,0,1991,9,34
Alabama,0,1991,10,38
Alabama,0,1991,11,29
Alabama,0,1991,12,56
Alabama,0,1992,1,0
Alabama,0,1992,2,0
Alabama,0,1992,3,0
Alabama,0,1992,4,0
Alabama,0,1992,5,0
Alabama,0,1992,6,0
Alabama,0,1992,7,0
Alabama,0,1992,8,0
Alabama,0,1992,9,0
Alabama,0,1992,10,0
Alabama,0,1992,11,0
Alabama,0,1992,12,391
Alabama,0,1993,1,46
Alabama,0,1993,2,39
Alabama,0,1993,3,32
Alabama,0,1993,4,39
Alabama,0,1993,5,40
Alabama,0,1993,6,36
Alabama,0,1993,7,44
Alabama,0,1993,8,42
Alabama,0,1993,9,38
Alabama,0,1993,10,37
Alabama,0,1993,11,33
Alabama,0,1993,12,51
Alabama,0,1994,1,47
Alabama,0,1994,2,33
Alabama,0,1994,3,37
Alabama,0,1994,4,39
Alabama,0,1994,5,36
Alabama,0,1994,6,48
Alabama,0,1994,7,45
Alabama,0,1994,8,38
Alabama,0,1994,9,46
Alabama,0,1994,10,51
Alabama,0,1994,11,39
Alabama,0,1994,12,42
Alabama,0,1995,1,39
Alabama,0,1995,2,26
Alabama,0,1995,3,38
Alabama,0,1995,4,25
Alabama,0,1995,5,37
Alabama,0,1995,6,45
Alabama,0,1995,7,42
Alabama,0,1995,8,60
Alabama,0,1995,9,36
Alabama,0,1995,10,43
Alabama,0,1995,11,37
Alabama,0,1995,12,39
Alabama,0,1996,1,33
Alabama,0,1996,2,25
Alabama,0,1996,3,29
Alabama,0,1996,4,33
Alabama,0,1996,5,41
Alabama,0,1996,6,35
Alabama,0,1996,7,47
Alabama,0,1996,8,43
Alabama,0,1996,9,39
Alabama,0,1996,10,31
Alabama,0,1996,11,37
Alabama,0,1996,12,37
Alabama,0,1997,1,40
Alabama,0,1997,2,25
Alabama,0,1997,3,35
Alabama,0,1997,4,32
Alabama,0,1997,5,33
Alabama,0,1997,6,37
Alabama,0,1997,7,30
Alabama,0,1997,8,33
Alabama,0,1997,9,33
Alabama,0,1997,10,43
Alabama,0,1997,11,32
Alabama,0,1997,12,42
Alabama,0,1998,1,36
Alabama,0,1998,2,23
Alabama,0,1998,3,27
Alabama,0,1998,4,37
Alabama,0,1998,5,30
Alabama,0,1998,6,32
Alabama,0,1998,7,35
Alabama,0,1998,8,26
Alabama,0,1998,9,30
Alabama,0,1998,10,23
Alabama,0,1998,11,24
Alabama,0,1998,12,20
Alabama,0,1999,1,2
Alabama,0,1999,2,2
Alabama,0,1999,3,1
Alabama,0,1999,4,0
Alabama,0,1999,5,0
Alabama,0,1999,6,2
Alabama,0,1999,7,5
Alabama,0,1999,8,1
Alabama,0,1999,9,0
Alabama,0,1999,10,0
Alabama,0,1999,11,1
Alabama,0,1999,12,1
Alabama,0,2000,1,1
Alabama,0,2000,2,1
Alabama,0,2000,3,1
Alabama,0,2000,4,1
Alabama,0,2000,5,1
Alabama,0,2000,6,0
Alabama,0,2000,7,0
Alabama,0,2000,8,0
Alabama,0,2000,9,1
Alabama,0,2000,10,1
Alabama,0,2000,11,1
