-1,1980,1,533
-1,1980,2,500
-1,1980,3,524
-1,1980,4,493
-1,1980,5,569
-1,1980,6,615
-1,1980,7,563
-1,1980,8,688
-1,1980,9,513
-1,1980,10,597
-1,1980,11,613
-1,1980,12,679
-1,1981,1,569
-1,1981,2,523
-1,1981,3,533
-1,1981,4,525
-1,1981,5,528
-1,1981,6,438
-1,1981,7,545
-1,1981,8,452
-1,1981,9,435
-1,1981,10,407
-1,1981,11,457
-1,1981,12,409
-1,1982,1,498
-1,1982,2,452
-1,1982,3,497
-1,1982,4,465
-1,1982,5,524
-1,1982,6,466
-1,1982,7,532
-1,1982,8,536
-1,1982,9,515
-1,1982,10,477
-1,1982,11,455
-1,1982,12,465
-1,1983,1,448
-1,1983,2,414
-1,1983,3,452
-1,1983,4,415
-1,1983,5,453
-1,1983,6,391
-1,1983,7,474
-1,1983,8,530
-1,1983,9,468
-1,1983,10,483
-1,1983,11,485
-1,1983,12,622
-1,1984,1,443
-1,1984,2,390
-1,1984,3,449
-1,1984,4,432
-1,1984,5,411
-1,1984,6,366
-1,1984,7,436
-1,1984,8,477
-1,1984,9,448
-1,1984,10,457
-1,1984,11,484
-1,1984,12,521
-1,1985,1,409
-1,1985,2,398
-1,1985,3,421
-1,1985,4,399
-1,1985,5,391
-1,1985,6,425
-1,1985,7,449
-1,1985,8,494
-1,1985,9,432
-1,1985,10,481
-1,1985,11,458
-1,1985,12,473
-1,1986,1,442
-1,1986,2,409
-1,1986,3,490
-1,1986,4,462
-1,1986,5,461
-1,1986,6,476
-1,1986,7,558
-1,1986,8,541
-1,1986,9,564
-1,1986,10,514
-1,1986,11,416
-1,1986,12,460
-1,1987,1,400
-1,1987,2,506
-1,1987,3,515
-1,1987,4,437
-1,1987,5,464
-1,1987,6,452
-1,1987,7,520
-1,1987,8,504
-1,1987,9,473
-1,1987,10,513
-1,1987,11,528
-1,1987,12,483
-1,1988,1,475
-1,1988,2,451
-1,1988,3,475
-1,1988,4,457
-1,1988,5,427
-1,1988,6,440
-1,1988,7,536
-1,1988,8,576
-1,1988,9,557
-1,1988,10,549
-1,1988,11,545
-1,1988,12,465
-1,1989,1,529
-1,1989,2,456
-1,1989,3,515
-1,1989,4,498
-1,1989,5,512
-1,1989,6,518
-1,1989,7,561
-1,1989,8,560
-1,1989,9,602
-1,1989,10,604
-1,1989,11,481
-1,1989,12,491
-1,1990,1,566
-1,1990,2,521
-1,1990,3,528
-1,1990,4,488
-1,1990,5,557
-1,1990,6,616
-1,1990,7,682
-1,1990,8,663
-1,1990,9,664
-1,1990,10,685
-1,1990,11,456
-1,1990,12,581
-1,1991,1,626
-1,1991,2,508
-1,1991,3,581
-1,1991,4,609
-1,1991,5,662
-1,1991,6,710
-1,1991,7,758
-1,1991,8,787
-1,1991,9,705
-1,1991,10,720
-1,1991,11,657
-1,1991,12,715
-1,1992,1,692
-1,1992,2,623
-1,1992,3,701
-1,1992,4,676
-1,1992,5,729
-1,1992,6,659
-1,1992,7,730
-1,1992,8,739
-1,1992,9,778
-1,1992,10,719
-1,1992,11,704
-1,1992,12,996
-1,1993,1,718
-1,1993,2,581
-1,1993,3,659
-1,1993,4,639
-1,1993,5,675
-1,1993,6,810
-1,1993,7,879
-1,1993,8,822
-1,1993,9,799
-1,1993,10,770
-1,1993,11,770
-1,1993,12,883
-1,1994,1,720
-1,1994,2,621
-1,1994,3,735
-1,1994,4,683
-1,1994,5,699
-1,1994,6,702
-1,1994,7,780
-1,1994,8,770
-1,1994,9,704
-1,1994,10,717
-1,1994,11,686
-1,1994,12,798
-1,1995,1,677
-1,1995,2,501
-1,1995,3,549
-1,1995,4,541
-1,1995,5,612
-1,1995,6,642
-1,1995,7,695
-1,1995,8,815
-1,1995,9,655
-1,1995,10,718
-1,1995,11,650
-1,1995,12,782
-1,1996,1,581
-1,1996,2,487
-1,1996,3,509
-1,1996,4,488
-1,1996,5,536
-1,1996,6,559
-1,1996,7,560
-1,1996,8,545
-1,1996,9,566
-1,1996,10,590
-1,1996,11,626
-1,1996,12,727
-1,1997,1,532
-1,1997,2,446
-1,1997,3,507
-1,1997,4,484
-1,1997,5,509
-1,1997,6,584
-1,1997,7,578
-1,1997,8,583
-1,1997,9,545
-1,1997,10,562
-1,1997,11,585
-1,1997,12,633
-1,1998,1,516
-1,1998,2,393
-1,1998,3,453
-1,1998,4,442
-1,1998,5,434
-1,1998,6,452
-1,1998,7,476
-1,1998,8,488
-1,1998,9,449
-1,1998,10,457
-1,1998,11,447
-1,1998,12,581
-1,1999,1,415
-1,1999,2,348
-1,1999,3,377
-1,1999,4,368
-1,1999,5,448
-1,1999,6,434
-1,1999,7,413
-1,1999,8,504
-1,1999,9,420
-1,1999,10,427
-1,1999,11,448
-1,1999,12,492
-1,2000,1,422
-1,2000,2,325
-1,2000,3,355
-1,2000,4,392
-1,2000,5,403
-1,2000,6,457
-1,2000,7,483
-1,2000,8,502
-1,2000,9,465
-1,2000,10,475
