Acquaintance,1980,1,434
Acquaintance,1980,2,407
Acquaintance,1980,3,403
Acquaintance,1980,4,430
Acquaintance,1980,5,461
Acquaintance,1980,6,474
Acquaintance,1980,7,553
Acquaintance,1980,8,577
Acquaintance,1980,9,483
Acquaintance,1980,10,449
Acquaintance,1980,11,398
Acquaintance,1980,12,430
Acquaintance,1981,1,520
Acquaintance,1981,2,405
Acquaintance,1981,3,475
Acquaintance,1981,4,422
Acquaintance,1981,5,458
Acquaintance,1981,6,462
Acquaintance,1981,7,456
Acquaintance,1981,8,484
Acquaintance,1981,9,433
Acquaintance,1981,10,457
Acquaintance,1981,11,382
Acquaintance,1981,12,370
Acquaintance,1982,1,431
Acquaintance,1982,2,392
Acquaintance,1982,3,417
Acquaintance,1982,4,397
Acquaintance,1982,5,456
Acquaintance,1982,6,458
Acquaintance,1982,7,454
Acquaintance,1982,8,441
Acquaintance,1982,9,413
Acquaintance,1982,10,426
Acquaintance,1982,11,416
Acquaintance,1982,12,404
Acquaintance,1983,1,377
Acquaintance,1983,2,366
Acquaintance,1983,3,402
Acquaintance,1983,4,408
Acquaintance,1983,5,387
Acquaintance,1983,6,407
Acquaintance,1983,7,437
Acquaintance,1983,8,404
Acquaintance,1983,9,428
Acquaintance,1983,10,403
Acquaintance,1983,11,331
Acquaintance,1983,12,463
Acquaintance,1984,1,370
Acquaintance,1984,2,348
Acquaintance,1984,3,366
Acquaintance,1984,4,348
Acquaintance,1984,5,337
Acquaintance,1984,6,410
Acquaintance,1984,7,432
Acquaintance,1984,8,419
Acquaintance,1984,9,385
Acquaintance,1984,10,399
Acquaintance,1984,11,365
Acquaintance,1984,12,453
Acquaintance,1985,1,405
Acquaintance,1985,2,406
Acquaintance,1985,3,404
Acquaintance,1985,4,360
Acquaintance,1985,5,388
Acquaintance,1985,6,409
Acquaintance,1985,7,453
Acquaintance,1985,8,449
Acquaintance,1985,9,398
Acquaintance,1985,10,409
Acquaintance,1985,11,383
Acquaintance,1985,12,400
Acquaintance,1986,1,395
Acquaintance,1986,2,370
Acquaintance,1986,3,424
Acquaintance,1986,4,401
Acquaintance,1986,5,438
Acquaintance,1986,6,425
Acquaintance,1986,7,515
Acquaintance,1986,8,515
Acquaintance,1986,9,501
Acquaintance,1986,10,365
Acquaintance,1986,11,340
Acquaintance,1986,12,386
Acquaintance,1987,1,385
Acquaintance,1987,2,358
Acquaintance,1987,3,402
Acquaintance,1987,4,360
Acquaintance,1987,5,460
Acquaintance,1987,6,417
Acquaintance,1987,7,445
Acquaintance,1987,8,435
Acquaintance,1987,9,378
Acquaintance,1987,10,417
Acquaintance,1987,11,371
Acquaintance,1987,12,347
Acquaintance,1988,1,404
Acquaintance,1988,2,336
Acquaintance,1988,3,385
Acquaintance,1988,4,384
Acquaintance,1988,5,385
Acquaintance,1988,6,368
Acquaintance,1988,7,473
Acquaintance,1988,8,433
Acquaintance,1988,9,445
Acquaintance,1988,10,413
