-1,-1,1980,1,20
-1,-1,1980,2,24
-1,-1,1980,3,14
-1,-1,1980,4,16
-1,-1,1980,5,22
-1,-1,1980,6,18
-1,-1,1980,7,17
-1,-1,1980,8,17
-1,-1,1980,9,20
-1,-1,1980,10,26
-1,-1,1980,11,27
-1,-1,1980,12,20
-1,-1,1981,1,24
-1,-1,1981,2,15
-1,-1,1981,3,20
-1,-1,1981,4,24
-1,-1,1981,5,19
-1,-1,1981,6,18
-1,-1,1981,7,17
-1,-1,1981,8,11
-1,-1,1981,9,13
-1,-1,1981,10,21
-1,-1,1981,11,14
-1,-1,1981,12,17
-1,-1,1982,1,17
-1,-1,1982,2,25
-1,-1,1982,3,29
-1,-1,1982,4,20
-1,-1,1982,5,23
-1,-1,1982,6,14
-1,-1,1982,7,21
-1,-1,1982,8,15
-1,-1,1982,9,20
-1,-1,1982,10,29
-1,-1,1982,11,26
-1,-1,1982,12,16
-1,-1,1983,1,22
-1,-1,1983,2,22
-1,-1,1983,3,17
-1,-1,1983,4,20
-1,-1,1983,5,22
-1,-1,1983,6,17
-1,-1,1983,7,18
-1,-1,1983,8,23
-1,-1,1983,9,21
-1,-1,1983,10,19
-1,-1,1983,11,24
-1,-1,1983,12,23
-1,-1,1984,1,17
-1,-1,1984,2,21
-1,-1,1984,3,22
-1,-1,1984,4,23
-1,-1,1984,5,21
-1,-1,1984,6,14
-1,-1,1984,7,20
-1,-1,1984,8,21
-1,-1,1984,9,16
-1,-1,1984,10,14
-1,-1,1984,11,20
-1,-1,1984,12,23
-1,-1,1985,1,18
-1,-1,1985,2,24
-1,-1,1985,3,20
-1,-1,1985,4,21
-1,-1,1985,5,20
-1,-1,1985,6,15
-1,-1,1985,7,16
-1,-1,1985,8,14
-1,-1,1985,9,12
-1,-1,1985,10,23
-1,-1,1985,11,23
-1,-1,1985,12,13
-1,-1,1986,1,26
-1,-1,1986,2,21
-1,-1,1986,3,31
-1,-1,1986,4,24
-1,-1,1986,5,24
-1,-1,1986,6,16
-1,-1,1986,7,37
-1,-1,1986,8,27
-1,-1,1986,9,17
-1,-1,1986,10,22
-1,-1,1986,11,32
-1,-1,1986,12,37
-1,-1,1987,1,24
-1,-1,1987,2,25
-1,-1,1987,3,16
-1,-1,1987,4,20
-1,-1,1987,5,17
-1,-1,1987,6,22
-1,-1,1987,7,18
-1,-1,1987,8,22
-1,-1,1987,9,15
-1,-1,1987,10,26
-1,-1,1987,11,36
-1,-1,1987,12,28
-1,-1,1988,1,29
-1,-1,1988,2,25
-1,-1,1988,3,27
-1,-1,1988,4,20
-1,-1,1988,5,23
-1,-1,1988,6,16
-1,-1,1988,7,22
-1,-1,1988,8,26
-1,-1,1988,9,17
-1,-1,1988,10,30
-1,-1,1988,11,15
-1,-1,1988,12,22
-1,-1,1989,1,26
-1,-1,1989,2,24
-1,-1,1989,3,26
-1,-1,1989,4,25
-1,-1,1989,5,24
-1,-1,1989,6,16
-1,-1,1989,7,17
-1,-1,1989,8,20
-1,-1,1989,9,29
-1,-1,1989,10,13
-1,-1,1989,11,28
-1,-1,1989,12,30
-1,-1,1990,1,35
-1,-1,1990,2,22
-1,-1,1990,3,21
-1,-1,1990,4,25
-1,-1,1990,5,24
-1,-1,1990,6,26
-1,-1,1990,7,23
-1,-1,1990,8,25
-1,-1,1990,9,29
-1,-1,1990,10,20
-1,-1,1990,11,28
-1,-1,1990,12,22
-1,-1,1991,1,34
-1,-1,1991,2,40
-1,-1,1991,3,27
-1,-1,1991,4,34
-1,-1,1991,5,29
-1,-1,1991,6,29
-1,-1,1991,7,30
